@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-3,5-12,14-15,17-19,21-27,29-32,34-41,43,45-50,52-67,70-73,75-77,79-101'

@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctUnemploy numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
89.56,22936,40.81,29368,17812,7.12,14.41,66.64,3.94,63.31,2.05,58.98,6.69,1
93.5,30786,39.13,37397,3399,7.59,9.73,69.68,2.88,45.64,2.52,41.34,1.67,1
91.74,46502,56.88,56668,559,2.43,13.05,75.04,0.87,67.26,2.38,60.9,1.04,1
99.14,37500,45.85,41156,937,4.74,9.52,83.28,0.71,76.46,1.74,73.33,1.59,1
98.53,36121,50.67,42556,635,5.77,10.47,78.84,0.7,73.74,1.11,68.04,2.32,1
99.05,41449,53.58,47420,415,6.22,5.73,89.44,0.76,85.9,0.59,80.8,0.13,1
90.4,37987,35.37,41971,1482,6.34,12.94,74.06,3.97,69.51,2.89,63.79,2.14,1
97.6,55752,64.8,65070,1837,4.16,6.86,85.36,0.46,82.21,0.64,80.31,0.18,1
95.96,49658,62.08,56569,894,3.76,5.63,87.75,0.38,84.73,0.85,80.97,0.23,1
92.61,18370,40.93,26550,4241,13.48,10.83,69.3,3.79,67.8,0.95,64.91,8.34,1
62.8,46206,42.18,50281,71676,5.54,11.64,74.89,3.89,61.33,14.88,61.29,1.55,1
97.17,22452,31.43,28972,13017,9.93,10.52,68.09,3.25,37.65,2.49,32.97,3.62,1
94.3,40287,45.37,44123,1489,4.5,9.56,80.47,1.6,81.76,1.68,76.99,0.68,1
97.11,25326,47.11,34269,9603,4.18,8.64,79.35,1.64,57.42,1.67,48.1,2.66,1
97.37,52044,53.21,59168,648,4.75,8,84.75,0.34,84.94,0.65,80.61,0.61,1
98.58,43960,53.39,51815,1025,6.39,7.2,83.67,0.53,78.05,0.69,71.22,0.24,1
97.78,31602,52.07,41824,1845,3.75,9.84,76.66,1.35,63.72,1.29,55.76,2.06,1
73.83,29450,45.05,33359,1425,6.56,12.5,67.37,3.49,71.85,2.22,68.86,1.01,1
75.43,33482,31.36,36204,1553,6.59,8.53,79.38,2.23,58.67,22.82,62.09,4.2,1
89.45,27101,36.85,33357,5461,9.19,10.75,65.98,5.37,51.35,3.59,48.27,4.78,1
93.33,35550,53.03,42970,803,1.9,10.94,78.08,1.87,49.12,1.39,39.01,0.73,1
92.78,59719,66.23,70071,3335,3.94,6.41,84.76,0.7,73.79,0.84,68.91,0.37,1
91.7,37764,44.16,42829,692,4.46,10.28,76.59,2.17,80.2,1.99,78.76,3.46,1
95.02,36809,53.17,41653,1657,3.5,9.17,80.26,1.26,82.95,1.36,78.99,0.28,1
94.85,53693,53.26,55113,167,3.54,7.5,90.62,0.19,87.01,1.75,86.33,1.37,1
54.68,26125,29.04,31379,8864,7.06,11,67.53,8.21,68.27,3.41,67.75,10.47,1
67.75,35558,21.61,38055,9867,7.37,11.77,74.6,4.56,65.6,13.4,64.19,5.61,1
78.84,40679,40.04,43574,3872,4.9,10.72,76.5,2.47,65.71,4.87,64.48,1.85,1
77.47,31671,37.06,36935,3727,7.85,13.1,72.38,2.55,58.53,9.71,57.19,4.04,1
93.3,26826,50.49,37491,13910,5.64,9.49,78.2,1.3,58.03,2.02,52.68,2.39,1
77.21,46395,55.83,60628,1914,4.77,9.25,83.64,0.67,59.99,4.06,58.44,0.47,1
99.22,36977,63.09,44774,690,3.09,7.67,84.83,0.46,79.46,0.47,71.61,1.03,1
73.48,60462,59.72,66991,827,3.4,11.7,82.87,0.84,66,3.02,60.12,0,1
78.23,56255,55.22,60350,1883,3.96,9.69,82.26,1.39,77.87,5.68,75.15,0.27,1
92.46,68654,67.6,75068,974,3.49,6.49,89.88,0.15,88.21,1.07,85.5,0.34,1
99.08,40059,44.25,45550,609,6.65,7.42,84.73,1.42,75.6,1.46,71.3,1.4,1
87.43,25670,40.84,31618,3246,5.14,15.85,67.03,3.64,57.57,1.8,53.86,9.31,1
91.56,46374,48.11,55026,2852,3.66,12.51,78.58,1.15,59.8,5.2,58.59,1.17,1
81.05,32348,37.96,38138,1424,3.52,12.39,73.31,4.63,59.27,2.22,54.62,3.39,1
98.3,46875,52.68,50665,337,3.1,7,86.67,0.62,84.76,0.74,84.24,0.43,1
98.32,36644,49.15,43652,733,5.67,10.75,74.82,1.51,76.07,1.58,69.32,0.27,1
84.25,34891,41.44,40116,3056,3.17,13.27,71.07,4.82,47.83,2.12,45.5,5.17,1
76.04,26614,37.01,33353,2049,3.32,12.93,62.35,6.71,40.13,2.71,37.3,8.78,1
73.47,40327,42.28,45092,869,6.58,10.84,71.64,8.37,60.74,5.91,59.27,4.4,1
90.47,58756,58.58,63602,372,3.28,6.64,89,0.76,87.57,0.95,83.87,0,1
62.22,21483,25.76,24317,2746,9.57,13.03,73.62,3.51,57.73,14.22,57.07,19.83,1
70.6,51231,47.6,55411,7316,4.19,10.71,80.74,1.86,67.72,6.89,64.56,0.63,1
86.42,25385,38.49,30516,2511,10.08,13.26,65.47,3.22,62.5,2.27,60.68,7.68,1
93.82,50492,53.18,55248,667,3.72,9.3,84.67,0.52,78.85,1.84,75.4,0,1
90.66,26777,31.35,31531,1070,6.16,12.52,71.9,1.85,62.27,2.21,60.33,8.09,1
87.79,23839,36.86,29214,897,3.75,12.25,66.79,2.46,64.03,1.67,61.92,8.95,1
97.43,36171,48.34,41238,973,5.84,9.69,83.15,0.54,77.59,2.88,76.1,3.42,1
78.36,14292,13.5,15406,4159,13.29,7.33,74.55,2.15,72.24,26.11,71.91,17.24,1
87.15,20364,32.77,25282,2989,6.56,12.01,73.35,1.46,61.46,3.81,62.73,12.39,1
98.67,41338,61.33,43575,310,2.44,6.32,89.58,0.73,84.67,0.96,83.48,0.91,1
88.59,22469,42.99,28394,5479,7.32,13.49,67.77,3.15,67.39,0.96,62.98,4.93,1
68.7,21160,34.05,28458,2435,7.44,10.43,72.16,3.15,65.9,7.08,66.16,12.18,1
88.58,41944,36.52,45986,927,4.1,9.3,79.01,2.48,71.76,2.19,68.94,1.68,1
93.83,59633,61.61,65249,1136,3.39,5.33,90.91,0.68,89.54,1.05,85.51,0.2,1
90.35,75221,69.77,85531,502,3.11,5.56,89.59,1.34,83.74,1.1,78.57,0.13,1
95.97,38694,56.08,45957,645,3.37,7.75,80.61,0.9,76.59,1.09,71.65,0.73,1
97.97,35786,48.16,42120,4078,5.44,9.37,81.43,1.18,80.58,1.06,74.41,0.95,1
89.59,20585,36.55,24753,7614,8.5,14.1,64.6,3.48,60.5,1.51,58.76,12.47,1
81.3,36999,40.13,42389,686,2.87,10.59,78.04,1.02,68.96,1.2,65.67,1.32,1
71.63,46403,54.52,53081,5461,3.96,13.13,74.78,2.35,51.74,8.4,48.9,0.82,1
98.63,30650,51.28,35818,546,3.64,8.24,81.77,0.73,74.13,1.66,69.16,1.68,1
86.79,25953,38.55,31201,2436,5.26,10.14,75.85,1.58,56.3,5.75,54.08,7.65,1
95.15,69019,68.13,71958,364,2.28,5.55,91.08,0.41,91.93,0.34,89.58,0.12,1
98.73,43486,58.95,46827,313,2.6,8.09,86.32,0.53,79.96,0.91,75.36,0.12,1
73.69,44707,49.09,49460,5657,4.43,12.87,72.88,2.33,50.13,9.29,47.07,0.64,1
92.98,51762,68.72,71883,1270,3.49,5.65,87.6,0.49,73.06,0.62,63.1,0.43,1
68.17,40955,34.75,44133,4005,7.82,11.57,73.32,3.64,55.58,14.19,56.81,5.01,1
97.31,23999,41.89,29559,1358,7.86,10.58,76.32,0.78,71.66,1.31,67.23,3.96,1
97.06,37302,49.03,43723,901,3.13,10.72,79.65,1.04,74.54,1.32,68.79,1.07,1
95.69,32069,50.03,37832,386,3.65,12.08,75.92,0.39,73.74,2.26,72.01,1.99,1
90.79,17805,34.19,24023,2895,9.08,12.14,69.57,3.16,60.56,1.38,58.29,10.61,1
90.12,39848,50.35,44966,958,2.79,11.49,81.71,1.33,70.44,2.78,64.61,0.44,1
95.98,57464,66.96,66046,651,2.84,7.7,86.12,0.65,82.57,0.6,78.69,0.36,1
74.02,34372,40.04,39652,25484,6.95,11.12,77.1,2.62,39.38,18.31,38.71,1.53,1
96.57,42805,47.7,50394,1126,4.85,7.64,79.53,1.18,64.62,1.47,56.96,0.69,1
88.49,46116,45.18,51444,2328,4.3,10.68,80.92,1.66,76.01,5.65,73.94,0.99,1
82.95,20501,32.1,24997,20778,9.28,14.02,64.25,3.75,66.74,3.73,64.81,6.42,1
91,59020,69.37,67412,628,2.42,6.45,89.47,0.48,87.71,1.08,85.4,0.54,1
87.82,39087,46.65,44012,1966,4.84,12.53,78.24,1.55,61.32,4.37,60.47,3.78,1
86.95,34205,43.65,38177,3914,4.62,9.19,82.45,1.85,83.9,4.32,82.89,2.22,1
91.22,41224,42.42,45694,1786,5.21,9.86,80.81,2.3,81.15,1.81,74.72,1.2,1
96.23,61524,61.48,66461,356,2.46,7.12,91.65,0.73,87.81,0.6,85.76,0.33,1
93.95,29099,48.61,35602,1390,5.14,13.2,72.4,0.86,60.59,1.9,56.93,3.22,1
86.61,45516,51.6,50457,2720,4.85,8.18,82.95,1.14,77.7,2.32,72.9,0.99,1
93.43,32332,43.09,39415,561,8.03,9.45,79.6,1.56,46.91,2.72,41.52,1.18,1
87.64,49777,55.76,59056,1590,4.03,6.95,84.59,1.16,74.83,1.86,68.89,0.51,1
99.17,31617,30.2,32658,1060,5.71,10.01,82.92,1.33,88.92,2.73,88.97,3.41,1
97.22,42310,45.37,47402,643,6.26,8.26,83.75,1.89,74.48,0.81,68.41,0.69,1
65.56,24686,23.78,26811,7032,9.11,12.54,67.17,5.36,55.53,12.01,56.97,5.74,1
85.03,32493,37.38,36829,2215,5.36,9.48,79.08,2.18,76.84,2.55,77.32,4.94,1
80.88,32779,38.74,38268,1640,4.98,13.39,72.52,3.4,67.4,2.44,62.27,3.21,1
97.66,36906,52.82,42160,568,3.4,7.82,83.48,1.86,78.17,1.35,72.12,0.34,1
94.7,48901,45.5,54669,1226,3.09,12.29,83.43,0.76,67.83,2.61,62.64,3.3,1
94.22,26770,50.43,33367,12607,5.42,10.54,73.03,2.83,62.36,2.25,56.56,2.71,1
58.66,37174,33.28,38700,17608,6.71,10.79,74.37,4.93,52.55,25,53.74,2.72,1
97.68,44735,65.17,52077,351,2.38,6.88,83.29,0.64,77.23,0.72,71.46,0,1
93.34,20066,37.88,27034,2133,9.06,14.23,66.51,2.01,64.92,1.27,63.34,10.48,1
99.05,29042,38.98,33971,873,4.44,11.78,79.41,0.98,69.67,2.09,67.12,4.57,1
97.55,26680,43.78,35356,2145,5.91,13.48,64.83,2.99,61.26,1.07,54.91,4.32,1
95.94,47421,54.42,50901,318,4.31,7.69,87.19,0.97,88.37,1.7,86.66,0.67,1
93.04,25015,39.59,30279,1216,4.97,14.46,69.37,2.13,58.19,1.54,54.55,3.5,1
90.62,25380,45.08,30490,1897,6.91,11.45,71.49,2.55,72.47,2.57,71.49,5.45,1
91.15,48758,42.9,50301,814,4.41,7.73,86.85,1.73,86.7,2.84,86.53,0.17,1
98.5,32994,40.84,39639,1557,2.65,12.76,77.8,0.84,66.32,1.18,58.51,3.45,1
93.83,31833,39.06,36664,5550,4.36,12.79,76.07,2.14,63.02,2.85,58.35,2.58,1
94.66,36562,46.79,40460,742,4.13,9.51,81.98,1.32,73.66,1.91,64.53,1.4,1
98.84,66844,74,78324,134,2.86,5.69,87.75,0,96.12,0.23,95.52,0,1
96.16,43593,55.37,48350,370,4.62,9.62,80.9,0.91,79.64,1.28,76.17,0.63,1
98.76,34350,42.16,39847,1125,3.23,11.76,78.18,1.24,70.7,1.07,66.8,2.48,1
97.54,43888,63.59,53111,684,3.46,6.95,82.44,0.76,84.09,0.47,79.48,0.52,1
94.14,31053,45.16,35205,1393,4.93,9.62,80.28,0.43,76.04,3.24,75.24,3.72,1
98.01,56115,64.16,61409,583,3.69,8.46,86.58,0.51,87.86,0.6,84.29,0.32,1
69.89,21174,30.34,25387,7877,7.69,16.27,60.68,5.55,58.12,4.05,56.7,8.48,1
98.45,32369,56.89,40783,745,4.13,9.73,81.87,0.12,76.81,0.52,70.2,0.51,1
84.78,25556,37.97,26760,1433,5.35,8.52,84.09,0.88,38.35,5.91,39.84,0.97,1
96.44,33214,52.75,38421,1175,4.19,8.6,80.51,1.58,70.09,0.93,63.74,0.52,1
94.66,34995,43,41116,5928,6.26,12.67,74.29,1.91,68.39,2.64,60.21,2.05,1
97.91,48481,51.1,52105,413,3.55,8.24,89.01,0.58,90.49,1.42,89.52,1.15,1
88.92,41814,58.35,50228,2199,3.83,7.71,82.45,1.38,75.88,0.96,70.21,0.97,1
94.86,34450,45.64,40877,730,4.66,8.59,77.62,2.47,74,2.61,71.66,2.09,1
96.45,44250,59.8,50246,417,2.13,7.68,86.71,0.5,85.27,0.73,82.18,0.4,1
87.27,52970,44.67,58064,4045,3.51,10.59,82.82,2.08,76.8,5.15,75.72,0.64,1
98.59,45538,63.64,49630,392,3.23,5.64,90.16,0.47,91.07,0.48,88.82,0.13,1
87.84,28435,36.66,33294,978,2.83,12.77,74.46,1.13,59.47,2.97,56.74,5.21,1
74.08,26629,29.17,29549,4755,9.04,12.99,68.11,4.35,56.22,8.78,55.63,5.65,1
92.31,41096,33.61,41603,413,3.25,9.07,88,0.84,81.92,3.94,83.23,0.77,1
92.63,60688,69.96,64063,141,2.97,5,89.55,0.15,91.45,0.66,90.4,0.53,1
98.15,35301,54.29,40271,475,2.75,9.73,77.92,1.94,61.95,1.57,56.32,1.28,1
65.84,27074,14.85,27157,4373,11.49,8.95,71.97,9.59,44.42,44.16,49.04,7.27,1
88.39,33969,37.44,37304,1515,7.53,8.63,78.15,3.52,35.47,9,33.37,5.41,1
89.52,23773,43.75,26537,1322,6.62,11.16,63.45,2.99,62.28,0.65,55.3,1.91,1
96.23,28259,46.95,35036,568,8.97,8.05,77.1,0.64,79.67,0.91,78.69,1.35,1
89.87,21543,30.04,25530,3383,6.17,13.19,71.14,3.74,58.75,3.03,57.57,13.56,1
98.63,36091,47.33,41312,746,5.18,9.66,79.12,1.42,78.24,1.63,72.34,1.44,1
92.13,43365,55.41,50622,428,5.37,8.23,82.35,1.02,66.93,2.92,58.97,0.47,1
97.86,60566,58.51,63047,183,5.41,5.82,89.67,0.51,89.53,0.6,87.7,0.3,1
94.86,36945,38.8,43209,4418,7.13,10.52,72.16,3.86,62.72,1.89,58.64,3.73,1
91.37,31510,45.13,35482,876,5.82,10.31,80.66,0.72,69.22,1.73,66.71,2.79,1
90.64,36716,43.46,41945,4897,4.19,13.38,77.78,1.77,70.31,2.61,65.23,1.67,1
71.04,45820,50.06,49619,643,4.48,11.16,78.48,1.12,77.43,5.29,77.22,1.34,1
48.15,29015,19.07,30540,8279,9.88,11.91,67.03,9.17,40.34,34.24,42.35,6,1
95.09,50684,51.62,55726,568,5.12,6.27,89.08,0.87,92.65,1.11,89.24,0.63,1
91.45,38802,36.82,41725,4555,5.39,14.14,77.19,1.85,67.36,5.03,64.29,1.95,1
96.7,38068,42.88,41985,1437,3.69,10.34,82.54,0.85,76.51,1.04,72.81,2.7,1
39.81,56098,50.35,57808,353,4.37,8.44,86.71,0.37,86.9,7.87,87.25,0.28,1
65.55,17254,29.09,25806,3429,7.55,8.55,60.15,8.36,58.29,3.67,54.95,10.34,1
77.61,53840,47.72,57557,512,2.42,10.28,82.29,2.4,65.66,5.05,64.29,1.56,1
80.5,36271,40.64,39112,22307,3.86,10.69,81.23,2.35,64.46,2.48,62.49,2.5,1
98.65,22378,38,29836,2693,7.87,8.88,75.34,1.23,80.57,1.12,74.88,3.54,1
73.14,31561,30.29,34022,5400,8.66,14.59,68.33,5.07,60.02,11.39,61.06,6.58,1
98.27,27834,69.63,33024,944,3.96,8.84,63.39,0.61,74.92,0.81,74.38,3.02,1
85.37,84498,79.43,100131,191,1.61,7.64,86.57,2.27,91.23,0.88,90.49,0,1
97.76,39437,57.3,44023,850,3.62,7.5,84.87,0.37,84.98,1.62,79.5,0.54,1
39.68,47121,38.61,48756,1614,5.61,9.98,75.95,4.06,92.36,2.68,93.63,1.82,1
89.35,46866,58.83,54294,242,3.65,8.15,83.43,1.57,73.9,1.03,63.36,0.12,1
79.46,123625,76.47,131315,449,2.52,4.2,91.57,0.62,96.14,0.8,96.22,0,1
91.39,59069,62.24,62724,379,3.46,7.54,88.94,0.83,84.04,1.08,80.9,0.26,1
91.52,55407,63.29,63187,2061,3.19,7.13,89.95,0.37,83.04,1.31,74.7,0.34,1
98.47,60274,60.08,66386,519,5.9,6.27,86.79,0.5,87.64,0.27,84.02,0.12,1
94.27,21105,25.96,24270,2695,7.38,13.01,72.02,1.48,68.49,4.01,67.2,10.78,1
87.21,49475,51.16,53292,936,2.86,8.38,85.75,1.09,78.9,2.81,73.83,0.74,1
95.43,37775,37.82,43947,669,7.67,8.08,81.11,1.34,81.6,1.55,74.8,0.91,1
86.47,30469,48.95,36511,2960,5.32,8.06,77.48,3.08,67.54,4.34,65.54,4.13,1
63.53,32857,28.99,35254,2225,10.99,10.16,75.81,4.13,55.86,16.86,55.31,2.78,1
97.75,58018,64,62712,83,5.24,5.98,88.2,0.21,90.42,0.35,86.72,0.21,1
97.62,41586,44.79,48331,2201,5.56,9.07,79.13,1.47,73.34,1.27,66.08,0.69,1
94.57,51014,60.64,55696,500,3.5,8.39,85.63,0.8,84.32,0.84,79.8,0.09,1
85.09,50475,57.92,58531,1013,3.11,8.44,84.81,1.01,67.36,2.41,58.06,1.17,1
72.23,26934,29.11,31516,3264,7.2,13.59,62.72,6.07,58.1,2.74,56.93,9.72,1
95.23,29584,44.86,36008,1116,2.2,13.55,63.45,3.72,42.08,2.47,35.17,1.3,1
69.88,21352,29.58,26083,6207,9.38,13.58,63.19,7.24,57.35,3.45,57.29,8.78,1
71,19397,29.9,23708,7908,8.38,11.92,67.57,5.69,65.71,7.19,64.51,8.66,1
86.37,23810,33.53,29560,2106,5.72,12.22,74.91,1.97,71.84,2.46,71.84,7.96,1
96.46,91951,76.64,109512,448,2.77,6.62,87.79,0.54,82.78,0.4,79.24,0.52,1
98.17,63032,62.47,68667,288,3.85,6.44,89.66,0.5,88.98,0.33,86.37,0.13,1
98.1,37683,37.59,42734,838,7.31,12.32,70.43,2.85,69.74,1.21,66.9,1.11,1
98.33,25855,43.2,31040,1390,5.14,11.01,76.21,1.2,71.37,1.73,69.03,9.21,1
64.71,17876,32.19,27646,5415,8.13,15.85,64.91,6.48,39.19,7.18,36.44,10.77,1
82.76,42962,49.19,49851,5328,3.82,13.43,72.39,3.48,51.04,10.47,50.78,1.85,1
98.58,29492,53,35844,842,3.23,7.85,80.59,1.32,74.79,1.27,67.43,2.36,1
98.89,35951,35.14,38146,606,3.74,9.45,79.67,2.2,78.54,2.08,75.69,2.66,1
97.12,39378,45.7,42226,1601,4.46,10.02,75.88,2.54,79.42,1.82,74.64,0.4,1
91.93,31848,43.96,39249,794,3.76,11.62,74.11,2.77,63.34,1.39,57.5,1.53,1
87.31,42281,45.62,44349,263,2.94,7.66,86.9,1.07,85.47,1.7,85.16,0.95,1
77.9,56307,55.05,64717,6948,3.32,10.84,80.78,1.02,64.94,4.83,62.46,0.2,1
97.36,24215,45.67,30570,1840,6.44,9.55,76.87,1.41,69.4,1.21,65.47,4.81,1
96.08,34670,42.03,39841,1847,3.68,11.29,77.27,1.96,73.58,1.36,70.34,2.74,1
80.52,22092,30.95,34561,1739,7.84,7.72,74.12,1.13,54.96,1.96,49.7,5.06,1
96,19183,42.09,23542,5397,8.7,2.83,86.22,0.25,40.41,21.71,40.43,4.56,1
98.16,22146,50.82,30041,1684,3.94,9.93,76.11,1.1,66.79,1.31,58.79,3.05,1
95.34,32002,50.91,37794,1447,3.91,11.53,76.36,1.26,79.07,0.8,75.03,0.69,1
88.84,27597,50.58,37862,3132,4.81,11.96,76,2.08,66.71,1,59.51,3.97,1
92.38,38962,49.27,44725,785,2.92,11.28,80.57,1.53,74.74,0.74,68.94,1.3,1
98.02,48889,51.57,52590,431,2.94,8.64,86.32,0.58,88.34,1.18,85.78,1.17,1
93.09,23053,37.72,31421,7803,6.58,12.44,71.82,1.94,61.85,1.36,56.84,9.24,1
98.69,32596,42.88,38864,1754,5.1,8.75,80.8,1.26,79.75,1.07,73.52,0.55,1
66.05,100077,73.93,105123,497,2.81,4.4,89.99,0.6,93.36,4.49,93.91,0.19,1
90.77,23318,32.52,29391,7291,5.1,11.4,74.51,1.64,62.75,2.24,59.93,8.75,1
74.72,33453,43.89,36720,12823,6.82,11.8,75.19,3.48,56.36,9.61,58.43,3.51,1
88.63,28070,45.77,33969,2468,5.34,11.13,71.87,2.52,69.49,2.17,66.59,2.44,1
81.32,22369,28.29,28237,3447,5.85,13.12,68.14,3.43,62.81,3.3,63.52,9.1,1
97.1,30743,55.55,35265,904,5.09,7.47,81.39,1.22,76.04,2.08,71,1.6,1
98.93,41325,55.11,46334,361,3.73,8.3,84.31,0.97,82.44,1.55,78.63,0.81,1
98.83,31235,51.45,38391,1632,6.42,10.46,74.41,1.74,64.12,1.25,58.09,4.6,1
93.04,31063,44.97,35137,1519,5.55,13.14,74.1,1.96,67.42,3.44,65.1,3.8,1
91.88,33000,39.54,36301,939,3.92,9.53,82.35,1.17,75.83,1.95,71.79,3.43,1
89.78,27770,45.85,32883,9923,7.8,11.97,68.34,4.12,66.18,3.16,61.99,4.39,1
89.91,21463,41.07,28301,5956,6.9,7.65,64.36,4.53,42.66,2.52,38.65,3.28,1
91.27,34324,46.35,40946,1870,3.43,11.16,77.16,2.17,66.12,2.08,57.7,1.13,1
94.86,24864,40.35,28551,1277,6.08,13.91,68.29,1.85,62.87,1.8,63.19,4.58,1
97.78,34506,54.85,41338,2502,3.09,10.69,78.34,0.83,71.98,0.81,65.93,0.9,1
58.09,22468,24.82,24304,9146,9.52,11.39,76.38,3.9,44.96,8.12,41.46,10.13,1
91.32,29354,44.32,37152,4338,7.15,12.71,67.81,3.38,55.74,2.01,52.73,3.67,1
95.63,46082,57.86,51305,495,5.56,6.68,85.13,0.45,79.5,1.31,74.56,0,1
97.24,43968,65.19,49824,306,2.65,6.21,88.71,0.96,88.4,0.38,84.71,0.12,1
91.22,19382,37.69,25644,3717,9.39,14.61,67.74,2.49,52.71,4.04,49.74,9.1,1
98.87,32655,46.92,37328,914,5.98,10.09,78.41,1.1,68.3,1.07,63.15,3.03,1
98.88,37397,49.11,41568,943,6.1,6.9,84.46,0.49,88.06,0.97,88.93,0.43,1
9.51,27893,20.45,31856,1615,9.34,18.43,50.16,8.28,54.46,2.66,48.35,1.61,1
88.96,34182,40.48,36533,1220,3.93,14.83,75.31,1.17,73.88,3.52,71.96,2.58,1
95.84,27023,46.31,34084,3800,4.32,12.46,75.97,1.48,64,1.78,59.37,6.92,1
93.64,38354,41.17,42677,2305,4.38,11.78,80.6,1.13,66.67,2.85,62.76,2.91,1
76.55,39967,40.01,44767,4082,5.51,12.13,73.32,3.44,57.01,11.2,56.43,3.12,1
97.97,44277,61.05,53673,266,3.98,7.36,88.38,0.49,80,0.46,71.3,0.46,1
96.11,39735,49.27,50103,892,5.73,9.8,77.04,1.57,72.32,1.14,63.62,1.11,1
96.17,51499,62.18,60949,1119,3.01,11.85,83.13,0.74,74.65,0.7,67.36,0.88,1
96.59,42679,50.23,50428,1822,5.7,8.19,77.78,1.46,68.44,1.58,61.1,0.76,1
81.15,44700,46.24,48519,3559,4.33,10.79,79.31,1.84,71.44,7,72.06,0.87,1
91.47,66760,68.6,77022,513,2.99,5.66,89.45,0.53,85.49,0.64,81.28,0.2,1
64.23,27914,32.65,31915,2176,9.79,13.7,67.31,2.83,71.71,4.53,72.99,8.64,1
90.24,31171,48.12,37943,4765,4.93,15.02,67.21,1.82,51.24,4.4,48.24,1.5,1
81.23,47143,46.16,50577,1506,4.57,8.89,83.2,1.72,82.53,7.05,82.43,0.75,1
79.38,38388,35.83,41339,9128,6.94,13.73,74.48,4.7,64.36,6.6,62.94,2.46,1
98.75,22430,36.62,27456,4791,7.71,13.45,71.34,2.14,61.71,1.49,59.9,6.05,1
92.17,26867,48.97,31891,2356,7.39,8.02,73.97,2.24,83.28,0.79,80.87,1.07,1
93.64,36698,42.65,39659,801,3.55,10.67,82.64,0.41,75.63,1.31,73.13,2.09,1
93.4,35795,55.57,44171,397,3.84,9.18,81.37,1.61,74.42,0.87,64.33,1.61,1
59.91,54364,50.34,56959,904,2.5,8.12,83.33,0.88,76.5,8.29,74.18,0.85,1
94.12,36512,41.06,39622,399,4.37,9.28,83.52,0.07,78.83,2.49,77.72,1.72,1
98.04,38785,52.5,43274,929,3.39,8.96,78.71,1.54,79.92,1.45,73.3,0.42,1
63.92,33273,17.39,33997,5143,9.23,10.37,72.33,5.27,63.4,32.6,60.93,3.8,1
79.72,39572,38.58,43596,730,6.12,12.74,76.16,1.86,66.9,8.09,72.04,1.42,1
93.14,19642,47.56,30340,5035,4.79,9.06,74.77,3.06,51.1,3.17,45.82,4.33,1
88.73,32455,46.82,38532,8492,6.33,8.04,68.84,4.28,35.09,3.87,31,1.94,1
90.93,42565,44.12,48113,879,3.13,10.41,80.74,1.43,73.93,4.04,70.23,2.28,1
60.62,34552,30.35,36604,3550,7.5,14.6,67.48,6.71,30.15,19.82,31.36,3.32,1
86.68,29652,37.56,33391,1944,4.76,14.22,72.3,3.3,64.98,2.14,62.68,4.54,1
96.62,27922,54.28,42055,1294,4.86,4.68,71.94,4.24,54.38,3.06,50.59,1.88,1
88.12,45043,46.08,48162,1471,3.09,10.54,84.23,0.98,74.17,4.31,70.96,3.13,1
94.68,25258,24.42,28312,1698,5.21,12.97,74.93,2.37,65.06,2.67,63.45,9.12,1
95.56,27095,39.75,31528,881,1.93,13.33,74.48,0.94,57.73,2.3,54.68,6.96,1
91.07,42299,51.8,50396,1281,2.85,13.18,78.9,1.36,63.59,2.2,57.62,0.7,1
98.55,42523,52.8,49060,715,4.82,6.38,85.52,0.62,85.88,0.83,80.47,0.75,1
97.85,40321,41.56,46700,400,5.55,8.13,82.96,1.08,80.67,1.39,74.73,0,1
94.3,39045,52.86,44381,1720,3.99,10.07,81.33,1.05,78.45,1.4,71.62,1,1
98.03,40330,54.36,44054,525,5.07,6.35,87.03,1.21,91.04,1.03,88.81,0.21,1
97.38,25711,44.24,31786,3131,6.42,12.34,76.57,1.02,69.17,1.59,64.96,3.53,1
95.22,48125,60.41,56396,455,2.38,11.23,85.33,1.47,72.43,0.59,65.85,0.58,1
98.88,40934,63.47,53350,517,4.36,10.23,85.71,0.14,86.31,0.77,83.77,0.89,1
94.72,53781,53.19,58764,165,3.8,9.2,82.06,1.75,79.94,1.37,74.9,0.36,1
97.32,30638,39.64,36016,3557,7.78,11.67,74.68,1.47,81.89,2.18,78.45,1.94,1
98.28,37082,56.31,42905,859,4.91,7.38,81.9,1.6,71.39,0.72,64.52,0.92,1
97.83,37771,56.78,42437,472,3.6,8.84,85.65,1.26,81.16,1.09,75.78,0.31,1
76.76,35911,47.87,42634,2049,6.69,9.33,73.35,3.99,64.64,3.18,61.22,2.09,1
80.24,31793,34.09,37216,1458,6.25,14.09,69.28,5.33,51.85,3.08,44.47,3.19,1
